8:34,"Mbégte ñeel na ki may déglu,
di teewlu ca sama bunt bés bu nekk,
di ma toogaanu sama bunt kër."
8:35,"Ku ma daj, gudd fan,
Aji Sax ji bége la."
8:36,"Ku ma moy loru,
ku ma bañ, daa repp.»"
9:1,"Soxna si, Xel mu Rafet daa tabax këram,
yatt juróom ñaari kenoom."
9:2,"Mu rendi ag juram, njafaan ay biiñam, xelli,
taaj ay ndabam."
9:3-4,"Xel mu Rafet yónni ay janqam,
di wootee fu kawee kawe ca dëkk ba,
naan: «Képp ku téxét, jàddal ba fii!»"
9:5,"Ku ñàkk bopp, mu ne ko:
«Kaay, ma may la, nga lekk,
xellil la biiñ bi ma njafaan, nga naan."
9:6,"Dëddul jëfi téxét ba dund,
di jubal ci yoonu dégg.»"
9:7,"Artu kuy ñaawle, feyoo saaga rekk,
yedd ab soxor, yooloo loraange."
9:8,"Bul yedd kuy ñaawle, da lay jéppi;
yeddal ku rafet xel, mu naw la."
9:9,"Xelalal ku xelu, mu yokku.
Xamalal ku jub, mu yokk njàngam."
9:10,"Ragal Aji Sax ji di njàlbéenu rafet xel,
xam Aji Sell ji di amug dégg."
9:11,"Maay Xel mu Rafet, ku ma topp gudd fan,
dund, dundati."
9:12,"Rafet xel, jariñu,
kuy kókkalee, wéetook sa añ."
9:13,"Soxna si, Jigéen ju Dof day xumb,
reew, du xam lu xew."
9:14-15,"Day toog bunt këram,
mbaa fu kawee kawe ca dëkk ba,
di woo ña fay jaare
te jubal seenu yoon."
9:16,"Ma nga naa: «Képp ku téxét, jàddal ba fii!»"
9:17,"Ku ñàkk bopp, mu ne ko:
«Ndox mu lewul a neex,
ñamu làqu-lekk dàqati.»"
9:18,"Waaye kooka du xam ne waa njaniiw a nga fa,
te ku wuyuji, tàbbi biir bàmmeel."
10:1,"Kàddu yu xelu yu Suleymaan.
Doom rafet xel, baay ba bég;
doom dof, ndey ja tiis."
10:2,"Alal ju lewul du jariñ;
jub, mucc ci gàtt fan."
10:3,"Aji Sax ji du seetaan kiy def njekk, di xiif,
waaye day xañ ab soxor la mu xemmem."
10:4,"Yaafus, walaakaana;
farlu, woomle."
10:5,"Ku ngóob jot, nga góob, xelu nga;
ngóob taxaw, ngay nelaw, gàcce la."
10:6,"Jub, barkeelu;
ku soxor, wax ja làq fitna."
10:7,"Ku jëfe njekk barkeel, saw tur du fey;
ab soxor, turam seey."
10:8,"Ku rafet xel day jëfe santaane,
ab dof wax a wax, ba loru."
10:9,"Màndu, fegu;
dëng, weeru."
10:10,"Piiseek làq-làqal, sabab njàqare;
ab dof wax a wax, ba loru."
10:11,"Kàdduy ku jub bëtu ndox la, day naatal;
waaye ku soxor, wax ja làq fitna."
10:12,"Mbañeel ak ayoo;
cofeel ak jéggale bépp tooñ."
10:13,"Kuy dégg, say wax rafet;
te ku ñàkk bopp, yelloo yetu gannaaw."
10:14,"Ku rafet xel day xam, ne cell;
bu dof noppiwul, yàqule teew."
10:15,"Alal day aar boroom ni ab tata,
ñàkk di lor baadoolo."
10:16,"Kiy jëfe njekk jot peyam, dunde;
ab soxor di bàkkaare alalam."
10:17,"Yaru, gudd fan;
sàgganey artu, sànku."
10:18,"Ku la nëbbal mbañeel, da lay fen;
kuy wër di sos, ab dof la."
10:19,"Wax ju bare, moy ñàkku ca;
ku moom sa làmmiñ, xelu nga."
10:20,"Kàddug boroom njekk di ngën-gi-xaalis,
xelum coxor amul solo."
10:21,"Kàdduy boroom njekk jariñ na ñu bare,
dof ñàkk na bopp, ba far dee."
